ID;Etapa;Ação;Ator;Contexto;Suporte Pedagógico;Categorias
135;Conclusão;Analizam espectrogramas no RavenLite para identificar pitch;Alunos;upon analyzing a spectrogram ... 'let me see if I change the color ... actually you can.';"Software RavenLite; laptop";Conexão entre prática e teoria
135;Conclusão;Criam gráficos computacionais e comentam tendências (rap teve mais visitas);Alunos;it seems to me the rap had the most birds. I don’t know why, but it did.;Software de planilha/graphing;Conexão entre prática e teoria | Atividade metacognitiva
135;Conclusão;Escrevem seção 'Discussion and conclusions' do pôster;Alunos;Margaret wrote the entire “Discussion and conclusions” section of the poster for the group;"Template de pôster; orientações do professor";Produção de relatório
135;Discussão;Revisam coletivamente pôster adicionando explicações alternativas e questões futuras;Alunos;"the Off‑Campus group worked together to create each section of their final poster; they discussed information and suggestions for improvements";"Pôster colaborativo; feedback entre pares";Colaboração estruturada | Produção de slides ou pôsteres
135;Discussão;Apresentam pôster e apresentação oral à turma;Alunos;prepare their final projects, which included posters and oral presentations of their research;"Sessão de apresentação; público-alvo";Discussão não mediada por tecnologia | Produção de slides ou pôsteres
135;Discussão;Professor avalia diários e pôsteres e fornece feedback;Professor;The student journal entries provided the teacher an opportunity to assess student understanding;"Rubricas de avaliação; diários de bordo";Lista de verificação / rubricas | Suporte scaffold
141;Orientação;Alunos discutem o vetor posição para compreender o conceito de deslocamento;Aluno;“Viola: A position vector? … Petri: Yes, it is.” (Table 2, Orientation);Diálogo entre pares (sem recurso externo);Brainstorming
141;Orientação;Alunos realizam autoestudo de vídeos e capítulos do livro antes da sessão de grupo;Aluno;“Before each session, the students self‑studied key physical principles … Self‑study consisted of several video clips and the relevant chapters of the course textbook” (p. 5);"Vídeos YouTube; livro‑texto; teste de múltipla escolha com feedback imediato";Introdução com recurso multimídia
141;Orientação;Professor disponibiliza videoclipe e script numérico para familiarizar os alunos com a tarefa;Professor;“The technological tools given to the students were a YouTube video clip … and a script for numerical analysis” (p. 6);"Vídeo YouTube; script de análise numérica no ambiente TEL";Introdução com recurso multimídia
141;Conceituação;Alunos formulam a pergunta de como o número de colisões N afeta o deslocamento;Aluno;“Viola: So, we only have to find out how N … is affecting it [the displacement], right?” (Table 2, Conceptualisation);Problema investigativo no ambiente TEL;Levantamento de questões de pesquisa
141;Conceituação;Alunos identificam necessidade de estabelecer relação entre deslocamento e tempo;Aluno;“Petri: … the relationship between the displacement and time … How should we use time now?” (Table 2, Conceptualisation);"Discussão em grupo; enunciado da tarefa";Inferência / identificação de lacunas
141;Conceituação;Professor apresenta problemas conceituais no ambiente TEL para checar compreensão;Professor;Table 1 – Practice phase: “Conceptual problems in the TEL environment … Feedback with correct answer immediately after solving a problem”;Problemas conceituais no TEL com feedback automático;Quiz / enquete / avaliação formativa 
141;Investigação;Alunos executam o script variando N e coletando múltiplos valores de deslocamento;Aluno;“Petri: … Let’s now try when it [N] is 500. I’ll try a couple of times: 11, 15, 25, 21, 15 …” (Table 2, Investigation);"Script de análise numérica; laptop compartilhado";Simulação / material interativo | Coleta de evidências / dados quantitativos
141;Investigação;Alunos planejam rodar séries de cinco simulações e calcular média dos resultados;Aluno;“We should go back and forth, run at least the series of five per distance and then look at the averaged value.” (Table 6, utt. 81);"Script numérico configurável; estratégia estatística";Protocolo definido pelo aluno / exploratória | Heurísticas
141;Conclusão;Aluno conclui que o deslocamento d(t) é proporcional ao tempo t com base na análise vetorial;Aluno;“Juha: … so d(t) would be proportional to t.” (Table 2, Conclusion);"Dados da simulação; raciocínio matemático";Conexão entre prática e teoria
141;Conclusão;Aluno propõe testar maior N para distinguir entre relação linear e raiz quadrada antes de concluir;Aluno;“Lasse: … we get to know if it is like a square root or linear if you set 2000 to the value of N …” (Table 7, utt. 189);Script de análise numérica;Atividade metacognitiva
141;Discussão;Alunos debatem validade da conclusão e discutem influência de termos cruzados;Aluno;“Petri: So, you would argue that it is proportional to t? … Viola: Where do those terms that go across disappear?” (Table 2, Discussion);"Resultados da simulação; diálogo em grupo";Discussão não mediada por tecnologia | Discussão aberta | Conexão entre prática e teoria
141;Discussão;Professor realiza sessão ‘Primetime’ para discutir desafios enfrentados pelos grupos;Professor;“At the end of each week, a primetime session was held between one group and the instructor, in which they discussed the challenges of the group.” (p. 5);Sessão presencial com feedback do instrutor;Colaboração estruturada | Discussão não mediada por tecnologia
141;Discussão;Professor disponibiliza soluções corretas e verifica respostas re‑submetidas pelos alunos;Professor;"Table 1 – Problem solving: “Correct solutions available after submission deadline; students review, rate and re‑submit answers, which are verified by the instructor”";"Ambiente TEL; verificação docente";Suporte scaffold | Conexão entre prática e teoria
143;Orientação;Professor apresenta a aprendizagem ativa e os objetivos do POGIL;Professor;The structured group approach was introduced each semester in the 1st week of class by providing a discussion of active learning and of the goals of using this method.;Discussão introdutória;Introdução com recurso multimídia
143;Orientação;Alunos atribuem os papéis de facilitador, spokesperson e process analyst;Alunos;Then they were assigned to groups of three to four and instructed to assign roles (facilitator, spokesperson, and process analyst) within the group.;Handout de papéis;Rolepay
143;Conceituação;Alunos observam a ilustração inicial para responder às primeiras questões;Alunos;Students should be able to answer the questions easily by directly viewing the introductory illustration.;Atividade POGIL (ilustração);Inferência / identificação de lacunas
143;Conceituação;Professor estimula ligação do novo conhecimento com a prática profissional;Professor;A recurring question related to how this new knowledge could be applied to social work practice, which required students to evaluate the utility of the course content.;Pergunta recorrente;Conexão entre prática e teoria
143;Investigação;Alunos trabalham colaborativamente nas questões progressivamente mais complexas;Alunos;Students collaborate on activities in the classroom while the instructor facilitates the experience.;Atividades estruturadas em grupo;Colaboração estruturada
143;Investigação;Professor circula, observa e oferece mini‑aulas just‑in‑time;Professor;The instructor monitored the activities by moving around the room and listening to group discussions … mini‑lectures were infused during class sessions.;Mini‑aulas just‑in‑time;Suporte scaffold
143;Conclusão;Alunos analisam os dados do exercício e explicam suas observações;Alunos;Question 8 allows students to analyze the materials more closely and explain their observations.;Pergunta 8 da atividade;Conexão entre prática e teoria
143;Conclusão;Grupos apresentam respostas nos checkpoints e corrigem equívocos;Alunos;At the stopping points, groups would report out orally (or write responses on the white board) to activity questions chosen by the instructor.;Checkpoints cronometrados;Colaboração estruturada
143;Discussão;Spokesperson compartilha os resultados do grupo com a turma;Spokesperson (aluno);The spokesperson … is expected to report out to all members of the class during the class discussion phase of activities.;Papel de spokesperson;Colaboração estruturada | Discussão não mediada por tecnologia
143;Discussão;Process analyst relata periodicamente sobre a dinâmica grupal;Process analyst (aluno);The process analyst observes group dynamics … reporting to the group periodically about how the group is performing.;Papel de process analyst;Atividade metacognitiva | Colaboração estruturada
143;Discussão;Professor aplica pesquisa anônima para feedback sobre a experiência em grupo;Professor;A brief, anonymous survey of the group experience was administered … to gauge students’ satisfaction with the group experience and to address counterproductive group behaviors.;Survey anônima;Quiz / enquete / avaliação formativa | Suporte scaffold
146;Orientação;Professor ministra 2 h de aula sobre mmf de enrolamentos monofásico e trifásico utilizando método gráfico e derivação matemática;Professor;“It takes us 2 h to teach mmf of single-phase winding and three-phase winding by using graphical method and mathematical derivation in classroom environment.” (p. 4);Método gráfico e derivação matemática;Apresentação direta da informação
146;Orientação;Professor apresenta as questões‑guia Q1–Q7 aos estudantes;Professor;“Then present some questions: Q1 … Q7” (p. 5);Questões‑guia;Introdução com pergunta
146;Orientação;Estudantes discutem em sala as questões Q1–Q7;Alunos;“to guide students to finish the discussion of Q1–Q7 in classroom.” (p. 10);Discussão em classe;Brainstorming
146;Conceituação;Estudantes resumem métodos de análise do campo rotativo trifásico e relacionam com qualquer número de fases;Alunos;“Q1 is set to make students to summary the corresponding analysis methods of a rotating magnetic field produced with three-phase winding and to link them with any phase number winding.” (p. 5);Questão Q1;Pesquisa bibliográfica
146;Conceituação;Estudantes deduzem que enrolamento bifásico pode gerar campo rotativo e pode ser analisado matematicamente e graficamente;Alunos;“it is not difficult for students to get the right answer: two-phase winding can produce a rotating magnetic field, and it can be analyzed with mathematical derivation and graphical method, respectively.” (p. 5);Questões Q2‑Q4;Inferência / identificação de lacunas
146;Conceituação;Estudantes identificam que deslocamento espacial α e diferença de fase β influenciam as características do campo;Alunos;“Q5 is set to extend the analysis … relationship between the characteristics of a rotating magnetic field and the spatial position and excitation of the two-phase winding.” (p. 5);Questão Q5;Inferência / identificação de lacunas
146;Investigação;Estudantes deduzem expressão matemática da mmf para enrolamento bifásico deslocado de α e excitado com β;Alunos;“they are first requested to deduce the mmf mathematical expression of two-phase winding which is displaced by α in space … and is applied two-phase current with β phase angle difference …” (p. 6);Derivação autodirigida;Inferência / identificação de lacunas
146;Investigação;Estudantes analisam condições de geração de campo rotativo circular;Alunos;“to analyze the generation conditions of the circular rotating magnetic field.” (p. 6);Análise teórica;Inferência / identificação de lacunas
146;Investigação;Estudantes simulam o campo rotativo em Matlab;Alunos;“Then they are second requested to use simulation tools, such as Matlab … to simulate the rotating magnetic field generated by two-phase winding …” (p. 7);Software Matlab;Simulação / material interativo | Letramento digital / computação
146;Investigação;Estudantes constroem modelo 3D no Maxwell para o enrolamento bifásico;Alunos;“students should first learn to use the software and then to build the simulation model of two-phase winding when α = β = π/2 …” (p. 8);Software Maxwell;Simulação / material interativo | Letramento digital / computação
146;Investigação;TAs oferecem orientação para uso dos softwares de simulação;Professor/TA;“some means of teaching assistant (TA) guidance is needed to assure that all groups can get the satisfactory results.” (p. 3);Orientação de TA;Suporte scaffold
146;Conclusão;Estudantes comparam resultados de simulação e derivação e concluem que α = β = 90° gera campo circular;Alunos;“students not only compare and verify the generation condition of a circular rotating magnetic field produced by two-phase winding with the mathematical analytical results …” (p. 7);Comparação simulação‑análise;Conexão entre prática e teoria
146;Conclusão;Estudantes produzem diagrama de conclusões (Figura 6);Alunos;“Figure 6 shows the research conclusion of rotating magnetic fields made by another student …” (p. 10);Diagrama do estudante;Organizadores gráficos | Produção de slides ou pôsteres
146;Conclusão;Estudantes registram que frequências ou amplitudes diferentes impedem campo rotativo;Alunos;“if the frequency of the two-phase current is not equal, there will be no rotating magnetic field produced.” (p. 7);Observação em simulação;Conexão entre prática e teoria
146;Discussão;Estudantes apresentam derivação e simulações Matlab e Maxwell em seminários temáticos;Alunos;“there are several seminars with different topics: mathematical derivation of synthesis magnetic field, Matlab simulation of synthesis magnetic field, Maxwell simulation of synthesis magnetic field, and others.” (p. 8);Seminários;Discussão não mediada por tecnologia | Produção de slides ou pôsteres
146;Discussão;Representantes dos grupos fazem apresentação oral com comentários dos professores;Alunos/Professor;“the students’ representative of each group … should give oral presentation and discussion in the class, and this process is commented by teachers.” (p. 8);Feedback do professor;Discussão não mediada por tecnologia | Produção de slides ou pôsteres
146;Discussão;Todos os estudantes escrevem relatórios de pesquisa incluindo métodos, resultados e experiências;Alunos;“All students are encouraged to finish their research reports which include the analysis methods, analysis results, and their research experiences, as well as their feeling in their group.” (p. 8);Relatório de pesquisa;Produção de relatório
146;Discussão;Professor avalia relatórios e apresentações (70%) e quiz (30%);Professor;“30% for traditional quiz and 70% for evaluation on the report and the performance of presentation and discussion activity.” (p. 10);Rubrica de avaliação;Lista de verificação / rubricas | Suporte scaffold
146;Discussão;Grupos de estudantes participam de sessão de perguntas e respostas de 1 h;Alunos;“plan 1 h for student groups to discuss each other and Q & A.” (p. 10);Discussão em grupo/Q&A;Colaboração estruturada | Lista de verificação / rubricas
150;Orientação;Perguntar sobre experiências em gangorras;Professor;“the PSTs started the lessons by stimulating the learners’ interest and ... asking the learners about their playground experiences with seesaws.” (p. 4);Prompt (interesse);Introdução com pergunta
150;Orientação;Relatar regra empírica do balanço;Alunos;“The learners knew from experience that if two people want to balance a seesaw, the lighter one has to sit further from the fulcrum.” (p. 4);Recordação de conhecimento prévio;Inferência / identificação de lacunas
150;Orientação;Apresentar que investigarão quantitativamente com a simulação;Professor;“In order to quantitatively examine the connection between the ratios of weights and distances from the fulcrum, the learners used the simulation to investigate the phenomenon…” (p. 4);Apresentação direta;Apresentação direta da informação
150;Conceituação;Solicitar que formulem hipóteses;Professor;“They instructed the learners to form hypotheses before trying to complete an assignment.” (p. 9);Prompt para hipótese;Levantamento de hipóteses
150;Conceituação;Formular ideias iniciais sobre peso‑distância;Alunos;“the learners came up with initial ideas about the ratio of weights and distances from the fulcrum.” (p. 4);Geração de hipótese;Levantamento de hipóteses
150;Conceituação;Relembrar tarefa semelhante e regra já obtida;Professor;PST A: “This is a similar assignment to the one where you had to guess the weight.” (p. 9);Heurística (lembrete);Heurísticas
150;Investigação;Manipular objetos para equilibrar a gangorra;Alunos;“The users can experiment with the seesaw using three objects.” (p. 5);Experimentação;Simulação / material interativo | Protocolo definido pelo aluno / exploratória
150;Investigação;Restringir opções (manter lata fixa);Professor;"PST A: “let’s keep the trash bin where it is now; let’s agree we’ll not move it anymore.” (p. 8)";Process constraint;Suporte restrição de processo / progressão
150;Investigação;Oferecer feedback sobre estratégia bem‑sucedida;Professor;PST B: “That was a very good idea to try it first in the same spot.” (p. 9);Feedback (performance);Suporte scaffold
150;Conclusão;Estruturar raciocínio com perguntas sucessivas;Professor;PST D: “Yes, so if this one is heavier, then what will happen?” (p. 10);Scaffold (dividir problema);Dicas / perguntas norteadoras / prompts
150;Conclusão;Indicar resultado (“vai para 5 kg”);Alunos;Learner 12: “Five.” (p. 10);Conclusão explícita;Conexão entre prática e teoria
150;Conclusão;Explicar regra peso‑distância 1:2;Professor;PST A: “It weighs half as much as ten kilos because it is twice as far from the fulcrum as the ten kilos is—this is why they are in balance.” (p. 10);Apresentação direta de informação;Conexão entre prática e teoria
150;Discussão;Pedir justificativa antes de avançar;Professor;PST C: “Do not go on to the next assignment yet—what was the reason that this was the correct answer?” (p. 9);Prompt de reflexão;Dicas / perguntas norteadoras / prompts | Suporte scaffold
150;Discussão;Discutir razão da resposta;Alunos;Learner 6: “The 20‑kg weight a bit heavier but …” / Learner 7: “Which means it’s more to the center.” (p. 9);Reflexão entre pares;Discussão não mediada por tecnologia | Discussão aberta
150;Discussão;Compartilhar descobertas com a turma;Professor;"“one of the PSTs led a discussion as the learners shared their findings with other groups; the PST also asked the learners to reflect on the lesson and the inquiry.” (p. 4)";Discussão plenária;Discussão não mediada por tecnologia | Discussão aberta
151;Orientação;Exibição de vídeo introdutório sobre a descoberta do Higgs para contextualizar o tema;Professor;The teacher introduced the project by showing a video about the determination of the Higgs particle in the particle accelerator at CERN.;Vídeo introdutório;Introdução com recurso multimídia
151;Orientação;Discussão guiada das sete fases da investigação utilizando o pôster “Poster with inquiry phases”;Professor;Each teacher discussed the phases of inquiry in chronological order while pupils observed the hard scaffold ‘poster with inquiry phases’.;Pôster “Poster with inquiry phases”;Colaboração estruturada
151;Orientação;Observação do pôster e participação na discussão sobre o processo investigativo;Alunos;Each teacher discussed the phases of inquiry in chronological order while pupils observed the hard scaffold ‘poster with inquiry phases’.;Pôster “Poster with inquiry phases”;Colaboração estruturada
151;Conceitualização;Explicação dos critérios da “Question Machine” usando exemplos de perguntas;Professor;To prepare the reformulation of questions, the teachers explained the criteria of a good research question on the hard scaffold ‘question machine’.;Question Machine;Demonstração / exemplos / comparações / diretrizes | Levantamento de questões de pesquisa
151;Conceitualização;Reformulação das questões iniciais em perguntas de pesquisa usando a Question Machine;Alunos;Subsequently, the teachers stimulated the pupils to engage with the question machine and to reformulate their own initial questions.;Question Machine;Levantamento de questões de pesquisa | Suporte scaffold
151;Conceitualização;Avaliação crítica da singularidade e especificidade da pergunta de pesquisa;Alunos;Pupil: … then the question will not pass through the question machine? Because, it is not a single question.;Question Machine;Levantamento de questões de pesquisa | Suporte scaffold
151;Investigação;Introdução do documento “Recording Data” e construção colaborativa de tabela para organizar resultados;Professor;The teachers explained that pupils should not mix the results of participants or tests when conducting their investigations, as that would cause difficulties during data analysis.;Recording Data;Protocolo estruturado pelo professor
151;Investigação;Registro organizado dos dados em tabela durante a coleta;Alunos;Pupils engaged with the tables they had drawn for this purpose.;Recording Data;Coleta de evidências / dados quantitativos
151;Investigação;Lembrar colegas de anotar tempos e associar ao tipo de material durante o experimento;Alunos;Pupil 1: There the paper is and I will tell the time.… At the big marble 0.94 [seconds].;Recording Data;Dicas / perguntas norteadoras / prompts
151;Conclusão;Reexplicação das diferenças entre resultados, conclusão e discussão;Professor;After the processing of results, each teacher … repeated the explanation of a conclusion and discussion to support pupils to answer their research question and evaluate their investigations. Difference between Results,  Conclusion and Discussion;;Conexão entre prática e teoria | Atividade metacognitiva
151;Conclusão;Processamento dos dados em gráficos/tabelas e resposta à pergunta de pesquisa;Alunos;Pupils developed graphs and tables, answered their research questions and provided recommendations for future research. Difference between Results,  Conclusion and Discussion;;Conexão entre prática e teoria | Atividade metacognitiva
151;Conclusão;Elaboração de recomendações para investigações futuras;Alunos;Pupils developed graphs and tables, answered their research questions and provided recommendations for future research. Difference between Results,  Conclusion and Discussion;Difference between Results;Conexão entre prática e teoria
151;Discussão;Apresentação do scaffold “Presenting an Inquiry” destacando elementos essenciais;Professor;They explained the elements of pupils’ investigations that were to be included in their presentations, such as the research question, hypothesis, and conclusion.;Presenting an Inquiry;Suporte scaffold | Colaboração estruturada
151;Discussão;Construção da apresentação científica seguindo a estrutura do scaffold;Alunos;Subsequently, in each case, pupils engaged with the hard scaffold and applied its content to their research presentations.;Presenting an Inquiry;Produção de slides ou pôsteres | Colaboração estruturada
151;Discussão;Apresentação pública da investigação para colegas e pais;Alunos;Finally, her pupils presented their research to other classmates and to their parents.;Apresentações (slides/cartazes);Discussão não mediada por tecnologia | Produção de slides ou pôsteres
158;Orientação;Professor distribui planilha 5E de e‑learning a cada equipe;Professor;the teacher distributed a 5E inquiry‑based e‑learning worksheet to each team at the beginning of each class;Planilha 5E de e‑learning;
158;Orientação;Professor apresenta resultados de experimentos nano hands‑on para engajamento;Professor;Engage: Present results of hands‑on nano experiments (15 min);Equipamentos de demonstração;Demonstração / exemplos / comparações / diretrizes
158;Orientação;Alunos observam demonstração inicial e registram observações;Alunos;students engaging in experiments being asked to observe changes during the experiment and note interesting observations;"Dispositivos móveis; equipamentos experimentais";Demonstração / exemplos / comparações / diretrizes
158;Conceituação;Professor fornece recursos on‑line sobre nanotecnologia;Professor;teachers provided learners with online resources, such as scientific video sites, nanotechnology product Web sites, and online resources that promoted nanotechnology knowledge;Links de vídeos e sites científicos;Pesquisa bibliográfica
158;Conceituação;Alunos pesquisam princípios usando tablets/smartphones;Alunos;Each team was provided with multiple compact Wi‑Fi‑enabled devices, such as tablets or smartphones, for online searching, allowing one device per student for exploring and for discussion with team members;Tablets/smartphones com Wi‑Fi;Pesquisa bibliográfica
158;Conceituação;Alunos integram descobertas no PC da equipe e completam planilha;Alunos;Then, a team PC was used for each team to integrate their findings and fill out the e‑learning worksheet;"PC da equipe; planilha 5E";Protocolo estruturado pelo professor
158;Investigação;Alunos realizam experimento de dispersão de laser em nano‑esferas;Alunos;students explored the properties of nano‑balls through the use of green and red lasers;"Lasers verde/vermelho; dispositivos móveis";Laboratório físico | Coleta de evidências / dados qualitativos
158;Investigação;Alunos sintetizam nanopartículas de ouro e observam dispersão;Alunos;an experiment for the synthesis of gold nanoparticles, in which students observed the scattering of various lasers in a mixed solution of gold chloride acid and trisodium citrate;"Reagentes químicos; lasers; dispositivos móveis";Laboratório físico | Coleta de evidências / dados qualitativos
158;Investigação;Alunos detectam nanopartículas em diferentes soluções;Alunos;students poured pure water, NaCl, and sports drinks into gold nanoparticle solutions and observed color changes;"Soluções de teste; dispositivos móveis";Laboratório físico | Coleta de evidências / dados quantitativos
158;Investigação;Alunos montam células solares de framboesa e medem tensão;Alunos;raspberry solar cell experiments, in which conductive glass spreads of titanium dioxide were immersed in a solution of cranberry juice, and voltage differences at different light intensities were observed;"Material de célula solar; multímetro";Laboratório físico | Coleta de evidências / dados quantitativos
158;Conclusão;Alunos apresentam e explicam resultados às demais equipes;Alunos;During the Explain stage, a learning community was formed, with each team instantly sharing and explaining the results of their exploration process with other teams;"Projetor/quadro; planilha 5E";Discussão não mediada por tecnologia | Discussão aberta
158;Conclusão;Professor oferece feedback e materiais de apoio;Professor;the instructor provided feedback and other supporting materials to the entire class based on each team's presentation content in terms of data collection, logic thinking, and knowledge construction skills;"Feedback oral; materiais de referência";Suporte scaffold | Dicas / perguntas norteadoras / prompts
158;Conclusão;Professor inspira alunos a propor novas aplicações;Professor;the instructor also inspired students to come up with more applications of nanotechnology;Questionamentos orientadores;Conexão entre prática e teoria | Atividade metacognitiva
158;Conclusão;Alunos propõem aplicações adicionais da nanotecnologia;Alunos;The Elaborate stage allowed students to think about how to extend the application of nanotechnology experiments, thereby developing reasoning abilities;"Discussão em equipe; anotações";Conexão entre prática e teoria
158;Discussão;Alunos discutem princípios,  processos e aplicações;Alunos;Evaluate: (Group discussion) on nano principles, process, and applications;"Discussão guiada; planilha 5E";Discussão não mediada por tecnologia | Conexão entre prática e teoria
158;Discussão;Professor avalia desempenho das equipes;Professor;teacher rating (15 min);Instrumento de avaliação (teacher rating);Suporte painel de desempenho | Suporte scaffold
158;Discussão;Professor aplica escalas de motivação e investigação (pós‑teste);Professor;At the end of the experiment, both scales were completed again as posttests;"Escala de motivação; escala de habilidade investigativa";Quiz / enquete / avaliação formativa
158;Discussão;Alunos respondem escalas de motivação e investigação;Alunos;At the end of the experiment, both scales were completed again as posttests;Autoavaliação em formulários;Quiz / enquete / avaliação formativa | Atividade metacognitiva
159;Orientação;Apresentar mini‑palestra com fundamentos de termodinâmica;Professor;The instructor used mini‑lectures to present the background information in the activities to address differences in reading speed and ensure that all groups started answering the CTQs at the same place.;Mini‑palestra;Apresentação direta da informação
159;Orientação;Introduzir a focus question e os CTQs;Professor;Each activity began with a focus question, then continued on to the critical thinking questions (CTQs) that would prompt the students to explain trends in data, make predictions about chemical and physical processes, and define terminology and symbolism.;Focus Question + CTQs impressos;Introdução com pergunta
159;Conceituação;Analisar CTQs para explicar tendências e prever fenômenos;Alunos;The critical thinking questions (CTQs) that would prompt the students to explain trends in data, make predictions about chemical and physical processes, and define terminology and symbolism.;CTQs impressos em papel;Demonstração / exemplos / comparações / diretrizes | Dicas / perguntas norteadoras / prompts
159;Conceituação;Fazer perguntas clarifying/explaining/justifying para aprofundar o raciocínio;Professor;…the instructor asked more clarifying, explaining, and justifying types of questions to encourage students to use thermodynamic concepts to explain the reasoning behind their claims.;Questioning moves (IODM);Dicas / perguntas norteadoras / prompts
159;Investigação;Escrever respostas nos quadros brancos;Alunos;First, each group was given a 2 ft × 3 ft white board on which students could write their answers to enable simultaneous reporting.;Quadros brancos;Organizadores gráficos
159;Investigação;Erguer quadros brancos simultaneamente;Alunos;"…the instructor had every group hold up their white boards for the other members of the class to see simultaneously; therefore, each group had to be prepared to defend and explain their answers.";Estratégia de simultaneous reporting;Colaboração estruturada
159;Investigação;Solicitar defesa e comparação entre respostas dos grupos;Professor;When a disagreement occurred, the instructor could more easily prompt the students to defend the answers written on their boards because the instructor could see who agreed and disagreed with the presented answer.;Questioning + boards;Discussão não mediada por tecnologia
159;Investigação;Explicar oralmente a resposta do próprio grupo à turma;Alunos;This resulted in several students explaining their group’s answer to a given problem.;Exposição oral + quadros;Discussão não mediada por tecnologia
159;Conclusão;Gerar argumento de consenso para resolver divergências;Alunos;Consensus arguments were generated during discussion to reconcile rebuttals to arguments or variations in alternate arguments.;Discussão orientada a consenso;Colaboração estruturada
159;Conclusão;Revocear e resumir pontos‑chave ao final da discussão;Professor;Revoicing moves were used to emphasize student responses to questions.;Movimentos de revoicing (IODM);Discussão não mediada por tecnologia | Discussão aberta
159;Discussão;Atribuir questões de derivação como dever de casa para apresentação;Professor;…the instructor decided to assign questions that emphasized deriving relationships as homework, which the groups would then present to their classmates.;Tarefas de derivação (homework);Atividade metacognitiva
159;Discussão;Apresentar e explicar as derivações diante da turma;Alunos;…which the groups would then present to their classmates.;Apresentação em plenária;Discussão não mediada por tecnologia | Discussão aberta
162;Orientação;Professor propõe questão sobre a bola para reativar conhecimentos;Professor;(1) Analyze the whole process of a ball (originally still) rolling down from a slope caused by an abrupt external force, as shown in Figure 1.;"Pergunta‑guia Q1; Figure 1";Introdução com pergunta
162;Orientação;Alunos calculam a velocidade da bola com base no conhecimento prévio;Aluno;We ask students to calculate the ball’s velocity during the whole process with their prior physics knowledge.;"Discussão em grupo; conhecimento prévio";Protocolo definido pelo aluno / exploratória
162;Orientação;Professor questiona correntes de regime no circuito RL e faz analogia;Professor;(2) Calculate values of the inductor current i(t) (shown in Figure 2) at instants before switching and a long time after switching, and analogy these with the velocities in Figure 1 at initial state and final state.;"Pergunta‑guia Q2; Figure 2";Introdução com pergunta
162;Conceituação;Alunos constroem a equação diferencial para i(t);Aluno;Based on Kirchhoff’s current law (KCL), Kirchhoff’s voltage law (KVL), and voltage current relation (VCR) which have been taught in the first part in Electric Circuits course, students can build the differential equation easily.;KCL/KVL/VCR;Inferência / identificação de lacunas
162;Conceituação;Alunos resolvem a equação diferencial de primeira ordem;Aluno;With the knowledge acquired in the previous calculus course, it is not difficult for students to solve the first‑order differential equation.;Conhecimento de cálculo;Protocolo definido pelo aluno / exploratória
162;Conceituação;Alunos estendem a análise para um circuito RLC de segunda ordem;Aluno;If the number of dynamic components increases, for example, the circuit consists of one inductor and one capacitor, as shown in Figure 4, what is the differential equation that the inductor current i(t) satisfies after switching?;"Pergunta‑guia Q6; Figure 4";Descrição: Os alunos definem o protocolo de investigação, manipulam objetos, coletam informações ou fazem anotações livremente
162;Conceituação;Professor introduz a Transformada de Laplace;Professor;Now it is a good opportunity to introduce Laplace transform.;Exposição docente;Apresentação direta da informação
162;Investigação;Alunos definem estrutura,  parâmetros e fontes do circuito;Aluno;The structure, parameters, and sources of the circuit are all set by students themselves.;Atividade de design de circuito;Simulação / material interativo | Letramento digital / computação | Protocolo definido pelo aluno / exploratória
162;Investigação;Alunos simulam a resposta transitória em PSpice;Aluno;They are requested to use software to simulate the transient response of a second‑order circuit...;Software PSpice;Simulação / material interativo | Letramento digital / computação
162;Investigação;Professor fornece guias de PSpice e orienta o auto‑estudo;Professor;Students should learn to use the software with the guides handed out by teachers and searched on the website by themselves.;Guias de PSpice;Suporte scaffold
162;Conclusão;Alunos comparam resultados simulados com os analíticos;Aluno;The task is to fulfil a simulation of the transient response of a second‑order circuit and compare the results with the analytical ones.;Comparação de resultados;Conexão entre prática e teoria
162;Conclusão;Professor aplica quiz sobre resposta transitória;Professor;…we had a quiz on the transient response, and 56 (88.89 %) out of 63 students passed the quiz.;Quiz tradicional;Quiz / enquete / avaliação formativa
162;Conclusão;Alunos elaboram relatório escrito para avaliação;Aluno;60 % for evaluation on the report and the performance of discussion activity.;Relatório escrito;Produção de relatório
162;Discussão;Alunos apresentam métodos e resultados em seminário;Aluno;Students, including some invited excellent ones, present their methods, results and share experience…;Seminário em grupo;Discussão não mediada por tecnologia | Produção de slides ou pôsteres
162;Discussão;Alunos avaliam o trabalho dos colegas;Aluno;…students are able to evaluate the quality of others’ work and make their own better.;Avaliação por pares;Lista de verificação / rubricas | Atividade metacognitiva
162;Discussão;Professor comenta apresentações e incentiva debate;Professor;Teachers should give students comments after their presentation and encourage the other students to discuss and evaluate.;Feedback oral;Suporte scaffold | Discussão não mediada por tecnologia
166;Orientação;Introduzir o projeto e seus objetivos;Professor;students in both conditions were first introduced to the project and its goals;Apresentação verbal do professor;Introdução com desafio ou problema
166;Orientação;Apresentar pergunta‑foco sobre emissão doméstica de CO₂;Professor;The focus question that served to initiate their activity was 'What causes domestic CO₂ emission and what are its consequences?';Pergunta‑foco exibida no SCY‑Lab;Introdução com pergunta
166;Conceituação;Construir mapa conceitual inicial;Alunos;Students were allowed 20 minutes to create their concept map.;Editor de mapas conceituais do SCY‑Lab;Organizadores gráficos
